"Anno";"Mes";"Nombre";"Gasto"
2021;7;"Ladrini, Mario";1001941,35236982
2017;8;"Ladrini, Mario";1000689,55640924
2018;8;"Ladrini, Mario";1001535,90965285
2019;8;"Ladrini, Mario";1000256,45109662
2020;8;"Ladrini, Mario";1120110,42929375
2021;8;"Ladrini, Mario";1000247,52968836
2017;9;"Ladrini, Mario";1000279,07405602
2018;9;"Ladrini, Mario";1004354,53781599
2019;9;"Ladrini, Mario";1008223,37452363
2020;9;"Ladrini, Mario";1003742,34141574
2021;9;"Ladrini, Mario";1002512,41971268
2017;10;"Ladrini, Mario";1000370,26889517
2018;10;"Ladrini, Mario";1000665,90647337
2019;10;"Ladrini, Mario";1000143,4547251
2020;10;"Ladrini, Mario";1002503,20457128
2021;10;"Ladrini, Mario";1000225,4409905
2017;11;"Ladrini, Mario";1003025,65781274
2018;11;"Ladrini, Mario";1001428,48414586
2019;11;"Ladrini, Mario";1000890,82331945
2020;11;"Ladrini, Mario";1001016,20929805
2021;11;"Ladrini, Mario";1000221,96101312
2017;12;"Ladrini, Mario";1000199,3689611
2018;12;"Ladrini, Mario";1000360,00817544
2019;12;"Ladrini, Mario";1006218,72434043
2020;12;"Ladrini, Mario";1001892,64581586
2021;12;"Ladrini, Mario";1001613,60683332
2017;1;"Mendoza, Ronald";1006758,90384089
2018;1;"Mendoza, Ronald";1002036,26174954
2019;1;"Mendoza, Ronald";1000364,09369334
2020;1;"Mendoza, Ronald";1046309,72839064
2021;1;"Mendoza, Ronald";1022043,7226979
2017;2;"Mendoza, Ronald";1003863,43823889
2018;2;"Mendoza, Ronald";1001063,31623828
2019;2;"Mendoza, Ronald";1000747,95756185
2020;2;"Mendoza, Ronald";1000596,40767762
2021;2;"Mendoza, Ronald";1001032,45539069
2017;3;"Mendoza, Ronald";1000561,23644995
2018;3;"Mendoza, Ronald";1000669,74749746
2019;3;"Mendoza, Ronald";1000813,33026378
2020;3;"Mendoza, Ronald";1001317,762072
2021;3;"Mendoza, Ronald";1000376,10746691
2017;4;"Mendoza, Ronald";1005816,38332344
2018;4;"Mendoza, Ronald";1003167,54405307
2019;4;"Mendoza, Ronald";1002602,17842963
2020;4;"Mendoza, Ronald";1000547,47338732
2021;4;"Mendoza, Ronald";1000796,69015275
2017;5;"Mendoza, Ronald";1000339,46486469
2018;5;"Mendoza, Ronald";1000595,79608561
2019;5;"Mendoza, Ronald";1004212,9264221
2020;5;"Mendoza, Ronald";1013246,74929227
2021;5;"Mendoza, Ronald";1000590,53957803
2017;6;"Mendoza, Ronald";1003832,64572076
2018;6;"Mendoza, Ronald";1001153,74285086
2019;6;"Mendoza, Ronald";1000622,00357859
2020;6;"Mendoza, Ronald";1006210,72225175
2021;6;"Mendoza, Ronald";1002323,34912333
2017;7;"Mendoza, Ronald";1000525,60645319
2018;7;"Mendoza, Ronald";1000669,61434443
2019;7;"Mendoza, Ronald";1001152,07244421
2020;7;"Mendoza, Ronald";1000557,81827108
2021;7;"Mendoza, Ronald";1000344,70992824
2017;8;"Mendoza, Ronald";1002206,50341425
2018;8;"Mendoza, Ronald";1000358,75207135
2019;8;"Mendoza, Ronald";1004565,92669223
2020;8;"Mendoza, Ronald";1001319,18501811
2021;8;"Mendoza, Ronald";1043664,05814148
2017;9;"Mendoza, Ronald";1000374,91536007
2018;9;"Mendoza, Ronald";1001083,36402799
2019;9;"Mendoza, Ronald";1000269,50923832
2020;9;"Mendoza, Ronald";1000201,56980585
2021;9;"Mendoza, Ronald";1007335,46697161
2017;10;"Mendoza, Ronald";1007476,74617451
2018;10;"Mendoza, Ronald";1003341,63671069
2019;10;"Mendoza, Ronald";1000608,27307236
2020;10;"Mendoza, Ronald";1004087,91456287
2021;10;"Mendoza, Ronald";1000243,81183889
2017;11;"Mendoza, Ronald";1000563,51316624
2018;11;"Mendoza, Ronald";1002010,3717749
2019;11;"Mendoza, Ronald";1000604,34987055
2020;11;"Mendoza, Ronald";1001561,98659209
2021;11;"Mendoza, Ronald";1103362,12463029
2017;12;"Mendoza, Ronald";1000671,06792112
2018;12;"Mendoza, Ronald";1000267,72355535
2019;12;"Mendoza, Ronald";1003293,0610823
2020;12;"Mendoza, Ronald";1000996,3300578
2021;12;"Mendoza, Ronald";1006706,69019101
2017;1;"Baca, Brian";1000638,02287085
2018;1;"Baca, Brian";1001658,19525507
2019;1;"Baca, Brian";1000802,43214006
2020;1;"Baca, Brian";1001562,7804259
2021;1;"Baca, Brian";1000281,30572593
2017;2;"Baca, Brian";1000179,90596143
2018;2;"Baca, Brian";1000601,56323784
2019;2;"Baca, Brian";1001560,66164668
2020;2;"Baca, Brian";1002641,69187326
2021;2;"Baca, Brian";1000141,27105361
2017;3;"Baca, Brian";1001039,2670548
2018;3;"Baca, Brian";1000841,39710112
2019;3;"Baca, Brian";1001297,96516835
2020;3;"Baca, Brian";1000169,42507428
2021;3;"Baca, Brian";1000909,35285746
2017;4;"Baca, Brian";1011635,59495114
2018;4;"Baca, Brian";1000451,51842855
2019;4;"Baca, Brian";1002655,07425905
2020;4;"Baca, Brian";1004164,01020605
2021;4;"Baca, Brian";1000715,37615909
2017;5;"Baca, Brian";1000507,33902222
2018;5;"Baca, Brian";1003707,55108791
2019;5;"Baca, Brian";1003194,79994349
2020;5;"Baca, Brian";1000401,57444698
2021;5;"Baca, Brian";1001021,09611124
2017;6;"Baca, Brian";1001329,76746934
2018;6;"Baca, Brian";1002357,57800978
2019;6;"Baca, Brian";1001091,83895639
2020;6;"Baca, Brian";1002022,53302102
2021;6;"Baca, Brian";1002422,64687087
2017;7;"Baca, Brian";1000401,20122339
2018;7;"Baca, Brian";1008294,90158999
2019;7;"Baca, Brian";1000575,66056188
2020;7;"Baca, Brian";1002113,40618134
2021;7;"Baca, Brian";1000792,79955042
2017;8;"Baca, Brian";1001126,59382423
2018;8;"Baca, Brian";1001274,28731373
2019;8;"Baca, Brian";1000310,42553218
2020;8;"Baca, Brian";1000236,92982322
2021;8;"Baca, Brian";1000293,97284667
2017;9;"Baca, Brian";1008296,89129759
2018;9;"Baca, Brian";1250796,79424821
2019;9;"Baca, Brian";1000176,35277039
2020;9;"Baca, Brian";1001446,46722236
2021;9;"Baca, Brian";1004734,43855557
2017;10;"Baca, Brian";1001352,06094286
2018;10;"Baca, Brian";1000971,64761343
2019;10;"Baca, Brian";1000444,8063566
2020;10;"Baca, Brian";1002818,18102359
2021;10;"Baca, Brian";1007255,45622948
2017;11;"Baca, Brian";1000293,3151764
2018;11;"Baca, Brian";1000590,09270121
2019;11;"Baca, Brian";1000529,18928557
2020;11;"Baca, Brian";1001018,91906296
2021;11;"Baca, Brian";1000460,92936057
2017;12;"Baca, Brian";1000387,21069216
2018;12;"Baca, Brian";1006217,24862467
2019;12;"Baca, Brian";1001831,16783313
2020;12;"Baca, Brian";1000310,96325816
2021;12;"Baca, Brian";1000854,81281562
2017;1;"Borrego, Henry";1001849,25836711
2018;1;"Borrego, Henry";1000067,13917745
2019;1;"Borrego, Henry";1000127,9203859
2020;1;"Borrego, Henry";1000378,35128834
2021;1;"Borrego, Henry";1000443,6451372
2017;2;"Borrego, Henry";1001871,66826664
2018;2;"Borrego, Henry";1000219,14029843
2019;2;"Borrego, Henry";1001622,74231945
2020;2;"Borrego, Henry";1003411,93534022
2021;2;"Borrego, Henry";1009437,29180279
2017;3;"Borrego, Henry";1013687,72781338
2018;3;"Borrego, Henry";1001197,6902977
2019;3;"Borrego, Henry";1013842,83291278
2020;3;"Borrego, Henry";1000365,91806851
2021;3;"Borrego, Henry";1001064,85337477
2017;4;"Borrego, Henry";1001841,74553038
2018;4;"Borrego, Henry";1002118,95817493
2019;4;"Borrego, Henry";1010199,13822795
2020;4;"Borrego, Henry";1000998,95442003
2021;4;"Borrego, Henry";1004187,02519905
2017;5;"Borrego, Henry";1000476,0420823
2018;5;"Borrego, Henry";1000533,81973902
2019;5;"Borrego, Henry";1001195,97395429
2020;5;"Borrego, Henry";1000301,77481205
2021;5;"Borrego, Henry";1000324,38184747
2017;6;"Borrego, Henry";1003865,1581348
2018;6;"Borrego, Henry";1012699,84865257
2019;6;"Borrego, Henry";1001022,32106053
2020;6;"Borrego, Henry";1000826,73277565
2021;6;"Borrego, Henry";1003397,06310762
2017;7;"Borrego, Henry";1000891,45469879
2018;7;"Borrego, Henry";1000315,92579759
2019;7;"Borrego, Henry";1000435,40927566
2020;7;"Borrego, Henry";1002367,94454373
2021;7;"Borrego, Henry";1001177,29135098
2017;8;"Borrego, Henry";1023303,83693095
2018;8;"Borrego, Henry";1039658,55102909
2019;8;"Borrego, Henry";1019117,95085224
2020;8;"Borrego, Henry";1009657,5297094
2021;8;"Borrego, Henry";1000902,02124313
2017;9;"Borrego, Henry";1001836,54796716
2018;9;"Borrego, Henry";1000247,91456698
2019;9;"Borrego, Henry";1006714,1446848
2020;9;"Borrego, Henry";1004572,84408515
2021;9;"Borrego, Henry";1001476,65678234
2017;10;"Borrego, Henry";1002943,40466267
2018;10;"Borrego, Henry";1002252,86046596
2019;10;"Borrego, Henry";1000943,19704756
2020;10;"Borrego, Henry";1000534,101271
2021;10;"Borrego, Henry";1001239,01059742
2017;11;"Borrego, Henry";1000546,46221392
2018;11;"Borrego, Henry";1000837,61823357
2019;11;"Borrego, Henry";1020131,35803411
2020;11;"Borrego, Henry";1003841,78696873
2021;11;"Borrego, Henry";1001504,76380589
2017;12;"Borrego, Henry";1003013,85013177
2018;12;"Borrego, Henry";1000747,06357059
2019;12;"Borrego, Henry";1000911,28486856
2020;12;"Borrego, Henry";1000760,10194083
2021;12;"Borrego, Henry";1000295,63794312
2017;1;"Romero, Kelvin";1000617,92954384
2018;1;"Romero, Kelvin";1003429,67763652
2019;1;"Romero, Kelvin";1001673,90944125
2020;1;"Romero, Kelvin";1002424,13544208
2021;1;"Romero, Kelvin";1000547,67971991
2017;2;"Romero, Kelvin";1063349,9879949
2018;2;"Romero, Kelvin";1002834,00004457
2019;2;"Romero, Kelvin";1003656,80327137
2020;2;"Romero, Kelvin";1000345,92050765
2021;2;"Romero, Kelvin";1000571,93538294
2017;3;"Romero, Kelvin";1004690,57834704
2018;3;"Romero, Kelvin";1008986,22882018
2019;3;"Romero, Kelvin";1002712,21742715
2020;3;"Romero, Kelvin";1001327,20922837
2021;3;"Romero, Kelvin";1000219,69339327
2017;4;"Romero, Kelvin";1010128,54352711
2018;4;"Romero, Kelvin";1007071,71430792
2019;4;"Romero, Kelvin";1000227,29736864
2020;4;"Romero, Kelvin";1000699,1974006
2021;4;"Romero, Kelvin";1000289,15826501
2017;5;"Romero, Kelvin";1002724,31938084
2018;5;"Romero, Kelvin";1000259,51296054
2019;5;"Romero, Kelvin";1001238,04794039
2020;5;"Romero, Kelvin";1015865,10908903
2021;5;"Romero, Kelvin";1003291,52116646
2017;6;"Romero, Kelvin";1003887,76799897
2018;6;"Romero, Kelvin";1001162,98116685
2019;6;"Romero, Kelvin";1008363,2311144
2020;6;"Romero, Kelvin";1019407,05157189
2021;6;"Romero, Kelvin";1000172,9464351
2017;7;"Romero, Kelvin";1001802,51691709
2018;7;"Romero, Kelvin";1000888,71327346
2019;7;"Romero, Kelvin";1001348,91216934
2020;7;"Romero, Kelvin";1002146,16932375
2021;7;"Romero, Kelvin";1000772,46647774
2017;8;"Romero, Kelvin";1000290,80264071
2018;8;"Romero, Kelvin";1001583,61611919
2019;8;"Romero, Kelvin";1000333,45225639
2020;8;"Romero, Kelvin";1001061,14604534
2021;8;"Romero, Kelvin";1000666,38835458
2017;9;"Romero, Kelvin";1001546,31428557
2018;9;"Romero, Kelvin";1002145,02210096
2019;9;"Romero, Kelvin";1000462,37506335
2020;9;"Romero, Kelvin";1009071,17437124
2021;9;"Romero, Kelvin";1000590,72837834
2017;10;"Romero, Kelvin";1003020,7212565
2018;10;"Romero, Kelvin";1000716,8549335
2019;10;"Romero, Kelvin";1001122,29690496
2020;10;"Romero, Kelvin";1002687,03098377
2021;10;"Romero, Kelvin";1000925,59077481
2017;11;"Romero, Kelvin";1000914,77563586
2018;11;"Romero, Kelvin";1000234,26541645
2019;11;"Romero, Kelvin";1008139,19024428
2020;11;"Romero, Kelvin";1000623,84042358
2021;11;"Romero, Kelvin";1001133,4924145
2017;12;"Romero, Kelvin";1000510,17725889
2018;12;"Romero, Kelvin";1016769,39197409
2019;12;"Romero, Kelvin";1000765,81873297
2020;12;"Romero, Kelvin";1001767,9841456
2021;12;"Romero, Kelvin";1003033,06198144
2017;1;"Maciel, Chalina";1000619,24117861
2018;1;"Maciel, Chalina";1000562,02715323
2019;1;"Maciel, Chalina";1000779,62914385
2020;1;"Maciel, Chalina";1001129,7117893
2021;1;"Maciel, Chalina";1001866,06200901
2017;2;"Maciel, Chalina";1000358,13350873
2018;2;"Maciel, Chalina";1001743,66903704
2019;2;"Maciel, Chalina";1001097,62330384
2020;2;"Maciel, Chalina";1003850,23221248
2021;2;"Maciel, Chalina";1001395,70299415
2017;3;"Maciel, Chalina";1000175,63861436
2018;3;"Maciel, Chalina";1008517,70559349
2019;3;"Maciel, Chalina";1001286,44051111
2020;3;"Maciel, Chalina";1000735,6685485
2021;3;"Maciel, Chalina";1003674,59485012
2017;4;"Maciel, Chalina";1001922,45578115
2018;4;"Maciel, Chalina";1000824,71151263
2019;4;"Maciel, Chalina";1000432,97662596
2020;4;"Maciel, Chalina";1001017,76268322
2021;4;"Maciel, Chalina";1002605,8360424
2017;5;"Maciel, Chalina";1000491,77912511
2018;5;"Maciel, Chalina";1004064,33049632
2019;5;"Maciel, Chalina";1003363,17749909
2020;5;"Maciel, Chalina";1000506,58236271
2021;5;"Maciel, Chalina";1001108,25847808
2017;6;"Maciel, Chalina";1000698,20947405
2018;6;"Maciel, Chalina";1001215,62901103
2019;6;"Maciel, Chalina";1001334,89372395
2020;6;"Maciel, Chalina";1001033,01166954
2021;6;"Maciel, Chalina";1000259,17253926
2017;7;"Maciel, Chalina";1000525,29964021
2018;7;"Maciel, Chalina";1001561,7424875
2019;7;"Maciel, Chalina";1010351,89622122
2020;7;"Maciel, Chalina";1002700,06697894
2021;7;"Maciel, Chalina";1000348,92676737
2017;8;"Maciel, Chalina";1000313,86893099
2018;8;"Maciel, Chalina";1000205,65080357
2019;8;"Maciel, Chalina";1002084,07058922
2020;8;"Maciel, Chalina";1001206,48013175
2021;8;"Maciel, Chalina";1008066,38728467
2017;9;"Maciel, Chalina";1001437,29822286
2018;9;"Maciel, Chalina";1000303,65873848
2019;9;"Maciel, Chalina";1001358,43342266
2020;9;"Maciel, Chalina";1001480,62866631
2021;9;"Maciel, Chalina";1000576,52851444
2017;10;"Maciel, Chalina";1000566,22164411
2018;10;"Maciel, Chalina";1000389,29796082
2019;10;"Maciel, Chalina";1001067,44698386
2020;10;"Maciel, Chalina";1011224,59875451
2021;10;"Maciel, Chalina";1000940,38279437
2017;11;"Maciel, Chalina";1002387,3100045
2018;11;"Maciel, Chalina";1001710,5790426
2019;11;"Maciel, Chalina";1000589,26782258
2020;11;"Maciel, Chalina";1001145,17777583
2021;11;"Maciel, Chalina";1002562,81176533
2017;12;"Maciel, Chalina";1006472,91511711
2018;12;"Maciel, Chalina";1000171,94441217
2019;12;"Maciel, Chalina";1000808,35102935
2020;12;"Maciel, Chalina";1000277,25232162
2021;12;"Maciel, Chalina";1000314,50303291
2017;1;"Gold, Eric";1016210,82233333
2018;1;"Gold, Eric";1188760,59055103
2019;1;"Gold, Eric";1001153,35295141
2020;1;"Gold, Eric";1621352,71029873
2021;1;"Gold, Eric";1002478,95730553
2017;2;"Gold, Eric";1000560,15532154
2018;2;"Gold, Eric";1001725,12183429
2019;2;"Gold, Eric";1000736,98772773
2020;2;"Gold, Eric";1017534,42972335
2021;2;"Gold, Eric";1000797,37987533
2017;3;"Gold, Eric";1002251,90476572
2018;3;"Gold, Eric";1000968,3032709
2019;3;"Gold, Eric";1015760,79656313
2020;3;"Gold, Eric";1000791,84498903
2021;3;"Gold, Eric";1000804,67599335
2017;4;"Gold, Eric";1000902,44427135
2018;4;"Gold, Eric";1000814,8536198
2019;4;"Gold, Eric";1003311,72210149
2020;4;"Gold, Eric";1002170,95476774
2021;4;"Gold, Eric";1034729,86918037
2017;5;"Gold, Eric";1002520,14053645
2018;5;"Gold, Eric";1004455,4775522
2019;5;"Gold, Eric";1009116,38669651
2020;5;"Gold, Eric";1008524,51780279
2021;5;"Gold, Eric";1000332,73126587
2017;6;"Gold, Eric";1001423,65886132
2018;6;"Gold, Eric";1000918,12460879
2019;6;"Gold, Eric";1000578,10812422
2020;6;"Gold, Eric";1000546,63973142
2021;6;"Gold, Eric";1105240,84240854
2017;7;"Gold, Eric";1001308,03057429
2018;7;"Gold, Eric";1001959,05513563
2019;7;"Gold, Eric";1001136,85152225
2020;7;"Gold, Eric";1000638,97903877
2021;7;"Gold, Eric";1002120,52265244
2017;8;"Gold, Eric";1000959,69429859
2018;8;"Gold, Eric";1003669,82124102
2019;8;"Gold, Eric";1000713,46860387
2020;8;"Gold, Eric";1000312,82697108
2021;8;"Gold, Eric";1000116,57275544
2017;9;"Gold, Eric";1000311,41891851
2018;9;"Gold, Eric";1001200,70722923
2019;9;"Gold, Eric";1000418,34314544
2020;9;"Gold, Eric";1000514,60814841
2021;9;"Gold, Eric";1024295,52578708
2017;10;"Gold, Eric";1000584,13617868
2018;10;"Gold, Eric";1007853,65239604
2019;10;"Gold, Eric";1000541,28188074
2020;10;"Gold, Eric";1000413,36546619
2021;10;"Gold, Eric";1015679,29733429
2017;11;"Gold, Eric";1000337,14426257
2018;11;"Gold, Eric";1001335,20848788
2019;11;"Gold, Eric";1000139,01384984
2020;11;"Gold, Eric";1001900,76388868
2021;11;"Gold, Eric";1002652,62033774
2017;12;"Gold, Eric";1001470,60608758
2018;12;"Gold, Eric";1001100,64002653
2019;12;"Gold, Eric";1003208,14192757
2020;12;"Gold, Eric";1004905,42095418
2021;12;"Gold, Eric";1093438,07053735
2017;1;"Sanchez, Guadalupe";1000715,95030437
2018;1;"Sanchez, Guadalupe";1000837,54986064
2019;1;"Sanchez, Guadalupe";1000370,43299768
2020;1;"Sanchez, Guadalupe";1000267,71417921
2021;1;"Sanchez, Guadalupe";1003344,20785112
2017;2;"Sanchez, Guadalupe";1001356,8679827
2018;2;"Sanchez, Guadalupe";1005444,23200057
2019;2;"Sanchez, Guadalupe";1008179,72667612
2020;2;"Sanchez, Guadalupe";1002776,93725194
2021;2;"Sanchez, Guadalupe";1004055,93313665
2017;3;"Sanchez, Guadalupe";1001234,96192204
2018;3;"Sanchez, Guadalupe";1000386,90197116
2019;3;"Sanchez, Guadalupe";1007782,36217597
2020;3;"Sanchez, Guadalupe";1000718,29429773
2021;3;"Sanchez, Guadalupe";1012587,36209326
2017;4;"Sanchez, Guadalupe";1000724,48843194
2018;4;"Sanchez, Guadalupe";1000838,73304955
2019;4;"Sanchez, Guadalupe";1001223,76469967
2020;4;"Sanchez, Guadalupe";1001115,04630005
2021;4;"Sanchez, Guadalupe";1000718,98091546
2017;5;"Sanchez, Guadalupe";1000611,41129958
2018;5;"Sanchez, Guadalupe";1000239,52050024
2019;5;"Sanchez, Guadalupe";1007378,44885006
2020;5;"Sanchez, Guadalupe";1000854,71497876
2021;5;"Sanchez, Guadalupe";1000533,02033683
2017;6;"Sanchez, Guadalupe";1005648,666172
2018;6;"Sanchez, Guadalupe";1007362,27887115
2019;6;"Sanchez, Guadalupe";1002066,80194836
2020;6;"Sanchez, Guadalupe";1000329,52590249
2021;6;"Sanchez, Guadalupe";1000826,33794286
2017;7;"Sanchez, Guadalupe";1001086,25062497
2018;7;"Sanchez, Guadalupe";1000297,18388687
2019;7;"Sanchez, Guadalupe";1000423,05839457
2020;7;"Sanchez, Guadalupe";1002261,63461606
2021;7;"Sanchez, Guadalupe";1002124,20737218
2017;8;"Sanchez, Guadalupe";1000812,76376526
2018;8;"Sanchez, Guadalupe";1002293,19953371
2019;8;"Sanchez, Guadalupe";1003936,0761157
2020;8;"Sanchez, Guadalupe";1000751,68467204
2021;8;"Sanchez, Guadalupe";1011020,681881
2017;9;"Sanchez, Guadalupe";1011167,38050925
2018;9;"Sanchez, Guadalupe";1000620,50867221
2019;9;"Sanchez, Guadalupe";1004921,94197155
2020;9;"Sanchez, Guadalupe";1000334,44618852
2021;9;"Sanchez, Guadalupe";1000490,41489953
2017;10;"Sanchez, Guadalupe";1000558,99900727
2018;10;"Sanchez, Guadalupe";1000413,10500197
2019;10;"Sanchez, Guadalupe";1000919,07765949
2020;10;"Sanchez, Guadalupe";1000469,15833831
2021;10;"Sanchez, Guadalupe";1007820,38521012
2017;11;"Sanchez, Guadalupe";1000449,1128595
2018;11;"Sanchez, Guadalupe";1253358,14054429
2019;11;"Sanchez, Guadalupe";1098994,97056013
2020;11;"Sanchez, Guadalupe";1000469,91496338
2021;11;"Sanchez, Guadalupe";1126542,81233683
2017;12;"Sanchez, Guadalupe";1000535,47088337
2018;12;"Sanchez, Guadalupe";1001590,06665884
2019;12;"Sanchez, Guadalupe";1000193,2364012
2020;12;"Sanchez, Guadalupe";1000516,03341674
2021;12;"Sanchez, Guadalupe";1005342,77631177
2017;1;"Acosta, Leonard";1000569,90354702
2018;1;"Acosta, Leonard";1000144,05509717
2019;1;"Acosta, Leonard";1000226,50365542
2020;1;"Acosta, Leonard";1000633,82990826
2021;1;"Acosta, Leonard";1004733,25078703
2017;2;"Acosta, Leonard";1001522,88976773
2018;2;"Acosta, Leonard";1000143,72463954
2019;2;"Acosta, Leonard";1000971,93960652
2020;2;"Acosta, Leonard";1002345,05509684
2021;2;"Acosta, Leonard";1000282,922519
2017;3;"Acosta, Leonard";1000472,34438998
2018;3;"Acosta, Leonard";1001966,54292124
2019;3;"Acosta, Leonard";1000794,96712009
2020;3;"Acosta, Leonard";1000968,37118729
2021;3;"Acosta, Leonard";1006243,506679
2017;4;"Acosta, Leonard";1000280,56779145
2018;4;"Acosta, Leonard";1001173,71310455
2019;4;"Acosta, Leonard";1001676,53779753
2020;4;"Acosta, Leonard";1261609,12446469
2021;4;"Acosta, Leonard";1000767,55944735
2017;5;"Acosta, Leonard";1000375,830583
2018;5;"Acosta, Leonard";1004447,18577008
2019;5;"Acosta, Leonard";1030087,98692554
2020;5;"Acosta, Leonard";1001292,4828021
2021;5;"Acosta, Leonard";1015366,33250499
2017;6;"Acosta, Leonard";1003808,04159332
2018;6;"Acosta, Leonard";1000642,14523984
2019;6;"Acosta, Leonard";1001016,10319204
2020;6;"Acosta, Leonard";1000965,29360364
2021;6;"Acosta, Leonard";1000280,84251842
2017;7;"Acosta, Leonard";1000200,90389817
2018;7;"Acosta, Leonard";1003543,61132491
2019;7;"Acosta, Leonard";1000198,2824584
2020;7;"Acosta, Leonard";1003308,958498
2021;7;"Acosta, Leonard";1000672,74473877
2017;8;"Acosta, Leonard";1000371,84153864
2018;8;"Acosta, Leonard";1000505,22409285
2019;8;"Acosta, Leonard";1000518,78900176
2020;8;"Acosta, Leonard";1001665,55135209
2021;8;"Acosta, Leonard";1003495,16648508
2017;9;"Acosta, Leonard";1001449,18300448
2018;9;"Acosta, Leonard";1002887,90306307
2019;9;"Acosta, Leonard";1000423,91698585
2020;9;"Acosta, Leonard";1006752,17022662
2021;9;"Acosta, Leonard";1000637,77799596
2017;10;"Acosta, Leonard";1001696,05889788
2018;10;"Acosta, Leonard";1001685,94774635
2019;10;"Acosta, Leonard";1000806,99962997
2020;10;"Acosta, Leonard";1002479,04862491
2021;10;"Acosta, Leonard";1002936,8288463
2017;11;"Acosta, Leonard";1000399,07416023
2018;11;"Acosta, Leonard";1001653,00567603
2019;11;"Acosta, Leonard";1007422,86378068
2020;11;"Acosta, Leonard";1007162,78266115
2021;11;"Acosta, Leonard";1000407,0117467
2017;12;"Acosta, Leonard";1000675,19500884
2018;12;"Acosta, Leonard";1000949,58642585
2019;12;"Acosta, Leonard";1000849,71677015
2020;12;"Acosta, Leonard";1000542,74200594
2021;12;"Acosta, Leonard";1000197,00290075
2017;1;"Burch, Keith";1001053,7959982
2018;1;"Burch, Keith";1000357,17357252
2019;1;"Burch, Keith";1000214,18093463
2020;1;"Burch, Keith";1001500,08450179
2021;1;"Burch, Keith";1000367,021463
2017;2;"Burch, Keith";1000390,33992202
2018;2;"Burch, Keith";1010570,08035622
2019;2;"Burch, Keith";1000700,23023966
2020;2;"Burch, Keith";1002566,34509
2021;2;"Burch, Keith";1000993,35649659
2017;3;"Burch, Keith";1000229,6048884
2018;3;"Burch, Keith";1003361,33413458
2019;3;"Burch, Keith";1000220,11171935
2020;3;"Burch, Keith";1003731,57881094
2021;3;"Burch, Keith";1000362,9626804
2017;4;"Burch, Keith";1001792,83589743
2018;4;"Burch, Keith";1000889,95277868
2019;4;"Burch, Keith";1001551,34476636
2020;4;"Burch, Keith";1000738,91469204
2021;4;"Burch, Keith";1000431,83507737
2017;5;"Burch, Keith";1010724,06407024
2018;5;"Burch, Keith";1012407,52505348
2019;5;"Burch, Keith";1000130,79001612
2020;5;"Burch, Keith";1003567,55724069
2021;5;"Burch, Keith";1002331,99301258
2017;6;"Burch, Keith";1000978,4244686
2018;6;"Burch, Keith";1002084,23254156
2019;6;"Burch, Keith";1010051,56930141
2020;6;"Burch, Keith";1000283,85255893
2021;6;"Burch, Keith";1001290,47187992
2017;7;"Burch, Keith";1000211,47211605
2018;7;"Burch, Keith";1000371,84534257
2019;7;"Burch, Keith";1000387,71968476
2020;7;"Burch, Keith";1000171,81799961
2021;7;"Burch, Keith";1001794,86585884
2017;8;"Burch, Keith";1023756,57263462
2018;8;"Burch, Keith";1001823,89926404
2019;8;"Burch, Keith";1003213,67787553
2020;8;"Burch, Keith";1000909,34996852
2021;8;"Burch, Keith";1005159,29299596
2017;9;"Burch, Keith";1001904,93787412
2018;9;"Burch, Keith";1017862,99944378
2019;9;"Burch, Keith";1009351,64052888
2020;9;"Burch, Keith";1001612,66115162
2021;9;"Burch, Keith";1007581,12751907
2017;10;"Burch, Keith";1000627,02005669
2018;10;"Burch, Keith";1000711,04558173
2019;10;"Burch, Keith";1000931,59939792
2020;10;"Burch, Keith";1002707,85789197
2021;10;"Burch, Keith";1005773,12165517
2017;11;"Burch, Keith";1002735,0952988
2018;11;"Burch, Keith";1000425,62208249
2019;11;"Burch, Keith";1000401,46578101
2020;11;"Burch, Keith";1001794,08199791
2021;11;"Burch, Keith";1013057,87877721
2017;12;"Burch, Keith";1002335,26518258
2018;12;"Burch, Keith";1000613,05824227
2019;12;"Burch, Keith";1153354,00601869
2020;12;"Burch, Keith";1002959,37517607
2021;12;"Burch, Keith";1000370,10134561
2017;1;"Del Rio, Gildardo";1721518,00188458
2018;1;"Del Rio, Gildardo";1002495,2341102
2019;1;"Del Rio, Gildardo";1014608,23078549
2020;1;"Del Rio, Gildardo";1000132,72926848
2021;1;"Del Rio, Gildardo";1001272,65526267
2017;2;"Del Rio, Gildardo";1003332,20033234
2018;2;"Del Rio, Gildardo";1000464,13679585
2019;2;"Del Rio, Gildardo";1000406,84014359
2020;2;"Del Rio, Gildardo";1000715,59268962
2021;2;"Del Rio, Gildardo";1001561,92359642
2017;3;"Del Rio, Gildardo";1000245,28085821
2018;3;"Del Rio, Gildardo";1000915,79200309
2019;3;"Del Rio, Gildardo";1000656,15624188
2020;3;"Del Rio, Gildardo";1000313,14277638
2021;3;"Del Rio, Gildardo";1001293,41661999
2017;4;"Del Rio, Gildardo";1000612,74993561
2018;4;"Del Rio, Gildardo";1006704,60517648
2019;4;"Del Rio, Gildardo";1000433,57223625
2020;4;"Del Rio, Gildardo";1001287,41361937
2021;4;"Del Rio, Gildardo";1000324,07335081
2017;5;"Del Rio, Gildardo";1003314,32336068
2018;5;"Del Rio, Gildardo";1000763,61643972
